estacion,anio,mes,codigo_estacion,departamento,trafico_total
ARCABUCO,2011,,00005,BOYACA,78556.0
CRUCERO,2011,,00012,BOYACA,57418.0
SACHICA,2011,,00030,BOYACA,66322.0
SAN CLEMENTE,2011,,00031,CALDAS,20212.0
SUPIA,2011,,00035,CALDAS,102810.0
SAN PEDRO,2011,,00034,CASANARE,69228.0
EL BORDO,2011,,00013,CAUCA,56272.0
LA LOMA,2011,,#N/D,CESAR,
VALENCIA,2011,,#N/D,CESAR,
CARIMAGUA,2011,,00009,CORDOBA,61700.0
LA APARTADA,2011,,00015,CORDOBA,105792.0
LOS CEDROS,2011,,#N/D,CORDOBA,
PURGATORIO,2011,,#N/D,CORDOBA,
MATA DE CAÑA,2011,,00022,CORDOBA,65899.0
BICENTENARIO,2011,,00006,CUNDINAMARCA,6545.0
LA CABAÑA,2011,,00016,CUNDINAMARCA,36706.0
LOS PATIOS,2011,,#N/D,CUNDINAMARCA,120152.0
MACHETA,2011,,00021,CUNDINAMARCA,42749.0
SAN JUAN,2011,,00032,GUAJIRA,142963.0
ALTAMIRA,2011,,00002,HUILA,73407.0
LOS CAUCHOS,2011,,00019,HUILA,140802.0
EL DIFICIL,2011,,#N/D,MAGDALENA,
PUENTE PLATO,2011,,#N/D,MAGDALENA,
CASETABLA,2011,,00010,META,58858.0
YUCAO,2011,,00038,META,48004.0
ACAPULCO,2011,,00001,RISARALDA,63729.0
PICACHO,2011,,00024,SANTANDER,52438.0
RIO BLANCO,2011,,00027,SANTANDER,98366.0
RIO SOGAMOSO,2011,,00029,SANTANDER,113755.0
LA ESPERANZA,2011,,00017,SUCRE,69301.0
SAN ONOFRE,2011,,00033,SUCRE,30615.0
ALVARADO,2011,,00003,TOLIMA,162191.0
CAJAMARCA,2011,,00007,TOLIMA,156859.0
HONDA,2011,,00014,TOLIMA,178908.0
RIO FRIO,2011,,00028,VALLE,25438.0
TORO,2011,,00037,VALLE,15843.0
AMAGA,2011,,00004,ANTIOQUIA,152014.0
CISNEROS,2011,,00011,ANTIOQUIA,37474.0
LA PINTADA,2011,,00018,ANTIOQUIA,13356.0
LOS LLANOS,2011,,00020,ANTIOQUIA,92546.0
PRIMAVERA,2011,,00025,ANTIOQUIA,145679.0
PUERTO BERRIO,2011,,00026,ANTIOQUIA,33387.0
TARAZA,2011,,00036,ANTIOQUIA,82142.0
CALAMAR,2011,,00008,BOLIVAR,61001.0
ARCABUCO,2011,,00005,BOYACA,84652.0
CRUCERO,2011,,00012,BOYACA,59747.0
SACHICA,2011,,00030,BOYACA,80025.0
SAN CLEMENTE,2011,,00031,CALDAS,22174.0
SUPIA,2011,,00035,CALDAS,115333.0
SAN PEDRO,2011,,00034,CASANARE,72520.0
EL BORDO,2011,,00013,CAUCA,64092.0
LA LOMA,2011,,#N/D,CESAR,
VALENCIA,2011,,#N/D,CESAR,
CARIMAGUA,2011,,00009,CORDOBA,64743.0
LA APARTADA,2011,,00015,CORDOBA,109621.0
LOS CEDROS,2011,,#N/D,CORDOBA,
PURGATORIO,2011,,#N/D,CORDOBA,
MATA DE CAÑA,2011,,00022,CORDOBA,68593.0
BICENTENARIO,2011,,00006,CUNDINAMARCA,9963.0
LA CABAÑA,2011,,00016,CUNDINAMARCA,39451.0
LOS PATIOS,2011,,#N/D,CUNDINAMARCA,117560.0
MACHETA,2011,,00021,CUNDINAMARCA,45703.0
SAN JUAN,2011,,00032,GUAJIRA,152222.0
ALTAMIRA,2011,,00002,HUILA,76428.0
LOS CAUCHOS,2011,,00019,HUILA,146204.0
EL DIFICIL,2011,,#N/D,MAGDALENA,
PUENTE PLATO,2011,,#N/D,MAGDALENA,
CASETABLA,2011,,00010,META,55566.0
YUCAO,2011,,00038,META,44423.0
ACAPULCO,2011,,00001,RISARALDA,66583.0
PICACHO,2011,,00024,SANTANDER,61766.0
RIO BLANCO,2011,,00027,SANTANDER,99425.0
RIO SOGAMOSO,2011,,00029,SANTANDER,122880.0
LA ESPERANZA,2011,,00017,SUCRE,69949.0
SAN ONOFRE,2011,,00033,SUCRE,25620.0
ALVARADO,2011,,00003,TOLIMA,162289.0
CAJAMARCA,2011,,00007,TOLIMA,169424.0
HONDA,2011,,00014,TOLIMA,191162.0
RIO FRIO,2011,,00028,VALLE,27569.0
TORO,2011,,00037,VALLE,18077.0
AMAGA,2011,,00004,ANTIOQUIA,145235.0
CISNEROS,2011,,00011,ANTIOQUIA,35985.0
LA PINTADA,2011,,00018,ANTIOQUIA,12427.0
LOS LLANOS,2011,,00020,ANTIOQUIA,87773.0
PRIMAVERA,2011,,00025,ANTIOQUIA,139383.0
PUERTO BERRIO,2011,,00026,ANTIOQUIA,31424.0
TARAZA,2011,,00036,ANTIOQUIA,76584.0
CALAMAR,2011,,00008,BOLIVAR,59427.0
ARCABUCO,2011,,00005,BOYACA,73180.0
CRUCERO,2011,,00012,BOYACA,57663.0
SACHICA,2011,,00030,BOYACA,77773.0
SAN CLEMENTE,2011,,00031,CALDAS,21697.0
SUPIA,2011,,00035,CALDAS,113674.0
SAN PEDRO,2011,,00034,CASANARE,75847.0
EL BORDO,2011,,00013,CAUCA,60273.0
LA LOMA,2011,,#N/D,CESAR,
VALENCIA,2011,,#N/D,CESAR,
CARIMAGUA,2011,,00009,CORDOBA,61746.0
LA APARTADA,2011,,00015,CORDOBA,104960.0
LOS CEDROS,2011,,#N/D,CORDOBA,
PURGATORIO,2011,,#N/D,CORDOBA,
MATA DE CAÑA,2011,,00022,CORDOBA,61921.0
BICENTENARIO,2011,,00006,CUNDINAMARCA,37408.0
LA CABAÑA,2011,,00016,CUNDINAMARCA,38880.0
LOS PATIOS,2011,,#N/D,CUNDINAMARCA,120161.0
MACHETA,2011,,00021,CUNDINAMARCA,43633.0
SAN JUAN,2011,,00032,GUAJIRA,154153.0
ALTAMIRA,2011,,00002,HUILA,72313.0
LOS CAUCHOS,2011,,00019,HUILA,127720.0
EL DIFICIL,2011,,#N/D,MAGDALENA,
PUENTE PLATO,2011,,#N/D,MAGDALENA,
CASETABLA,2011,,00010,META,57870.0
YUCAO,2011,,00038,META,46815.0
ACAPULCO,2011,,00001,RISARALDA,65078.0
PICACHO,2011,,00024,SANTANDER,61163.0
RIO BLANCO,2011,,00027,SANTANDER,96236.0
RIO SOGAMOSO,2011,,00029,SANTANDER,119472.0
LA ESPERANZA,2011,,00017,SUCRE,62640.0
SAN ONOFRE,2011,,00033,SUCRE,20341.0
ALVARADO,2011,,00003,TOLIMA,154454.0
CAJAMARCA,2011,,00007,TOLIMA,159671.0
HONDA,2011,,00014,TOLIMA,169550.0
RIO FRIO,2011,,00028,VALLE,26876.0
TORO,2011,,00037,VALLE,18895.0
AMAGA,2011,,00004,ANTIOQUIA,134377.0
CISNEROS,2011,,00011,ANTIOQUIA,33781.0
LA PINTADA,2011,,00018,ANTIOQUIA,11855.0
LOS LLANOS,2011,,00020,ANTIOQUIA,81090.0
PRIMAVERA,2011,,00025,ANTIOQUIA,124465.0
PUERTO BERRIO,2011,,00026,ANTIOQUIA,29641.0
TARAZA,2011,,00036,ANTIOQUIA,69665.0
CALAMAR,2011,,00008,BOLIVAR,56161.0
ARCABUCO,2011,,00005,BOYACA,66688.0
CRUCERO,2011,,00012,BOYACA,51920.0
SACHICA,2011,,00030,BOYACA,66229.0
SAN CLEMENTE,2011,,00031,CALDAS,20731.0
SUPIA,2011,,00035,CALDAS,101719.0
SAN PEDRO,2011,,00034,CASANARE,74559.0
EL BORDO,2011,,00013,CAUCA,55571.0
LA LOMA,2011,,#N/D,CESAR,
VALENCIA,2011,,#N/D,CESAR,
CARIMAGUA,2011,,00009,CORDOBA,59337.0
LA APARTADA,2011,,00015,CORDOBA,95319.0
LOS CEDROS,2011,,#N/D,CORDOBA,
PURGATORIO,2011,,#N/D,CORDOBA,
MATA DE CAÑA,2011,,00022,CORDOBA,55913.0
BICENTENARIO,2011,,00006,CUNDINAMARCA,97981.0
LA CABAÑA,2011,,00016,CUNDINAMARCA,35967.0
LOS PATIOS,2011,,#N/D,CUNDINAMARCA,120113.0
MACHETA,2011,,00021,CUNDINAMARCA,40762.0
SAN JUAN,2011,,00032,GUAJIRA,149398.0
ALTAMIRA,2011,,00002,HUILA,70264.0
LOS CAUCHOS,2011,,00019,HUILA,121171.0
EL DIFICIL,2011,,#N/D,MAGDALENA,
PUENTE PLATO,2011,,#N/D,MAGDALENA,
CASETABLA,2011,,00010,META,57856.0
YUCAO,2011,,00038,META,46949.0
ACAPULCO,2011,,00001,RISARALDA,63616.0
PICACHO,2011,,00024,SANTANDER,57019.0
RIO BLANCO,2011,,00027,SANTANDER,87157.0
RIO SOGAMOSO,2011,,00029,SANTANDER,110368.0
LA ESPERANZA,2011,,00017,SUCRE,62184.0
SAN ONOFRE,2011,,00033,SUCRE,16899.0
ALVARADO,2011,,00003,TOLIMA,131465.0
CAJAMARCA,2011,,00007,TOLIMA,149149.0
HONDA,2011,,00014,TOLIMA,124844.0
RIO FRIO,2011,,00028,VALLE,24113.0
TORO,2011,,00037,VALLE,15104.0
AMAGA,2011,,00004,ANTIOQUIA,149917.0
CISNEROS,2011,,00011,ANTIOQUIA,32275.0
LA PINTADA,2011,,00018,ANTIOQUIA,13511.0
LOS LLANOS,2011,,00020,ANTIOQUIA,88726.0
PRIMAVERA,2011,,00025,ANTIOQUIA,135485.0
PUERTO BERRIO,2011,,00026,ANTIOQUIA,28979.0
TARAZA,2011,,00036,ANTIOQUIA,75762.0
CALAMAR,2011,,00008,BOLIVAR,64300.0
ARCABUCO,2011,,00005,BOYACA,75389.0
CRUCERO,2011,,00012,BOYACA,59474.0
SACHICA,2011,,00030,BOYACA,74021.0
SAN CLEMENTE,2011,,00031,CALDAS,21256.0
SUPIA,2011,,00035,CALDAS,109519.0
SAN PEDRO,2011,,00034,CASANARE,80715.0
EL BORDO,2011,,00013,CAUCA,58334.0
LA LOMA,2011,,#N/D,CESAR,
VALENCIA,2011,,#N/D,CESAR,
CARIMAGUA,2011,,00009,CORDOBA,62934.0
LA APARTADA,2011,,00015,CORDOBA,104220.0
LOS CEDROS,2011,,#N/D,CORDOBA,
PURGATORIO,2011,,#N/D,CORDOBA,
MATA DE CAÑA,2011,,00022,CORDOBA,63165.0
BICENTENARIO,2011,,00006,CUNDINAMARCA,87383.0
LA CABAÑA,2011,,00016,CUNDINAMARCA,38895.0
LOS PATIOS,2011,,#N/D,CUNDINAMARCA,119928.0
MACHETA,2011,,00021,CUNDINAMARCA,46866.0
SAN JUAN,2011,,00032,GUAJIRA,149953.0
ALTAMIRA,2011,,00002,HUILA,76101.0
LOS CAUCHOS,2011,,00019,HUILA,127747.0
EL DIFICIL,2011,,#N/D,MAGDALENA,
PUENTE PLATO,2011,,#N/D,MAGDALENA,
CASETABLA,2011,,00010,META,57530.0
YUCAO,2011,,00038,META,45707.0
ACAPULCO,2011,,00001,RISARALDA,67960.0
PICACHO,2011,,00024,SANTANDER,37026.0
RIO BLANCO,2011,,00027,SANTANDER,80606.0
RIO SOGAMOSO,2011,,00029,SANTANDER,110509.0
LA ESPERANZA,2011,,00017,SUCRE,69273.0
SAN ONOFRE,2011,,00033,SUCRE,21482.0
ALVARADO,2011,,00003,TOLIMA,147844.0
CAJAMARCA,2011,,00007,TOLIMA,156144.0
HONDA,2011,,00014,TOLIMA,150749.0
RIO FRIO,2011,,00028,VALLE,24689.0
TORO,2011,,00037,VALLE,16793.0
AMAGA,2011,,00004,ANTIOQUIA,147902.0
CISNEROS,2011,,00011,ANTIOQUIA,14475.0
LA PINTADA,2011,,00018,ANTIOQUIA,14539.0
LOS LLANOS,2011,,00020,ANTIOQUIA,88739.0
PRIMAVERA,2011,,00025,ANTIOQUIA,128428.0
PUERTO BERRIO,2011,,00026,ANTIOQUIA,18220.0
TARAZA,2011,,00036,ANTIOQUIA,76995.0
CALAMAR,2011,,00008,BOLIVAR,67348.0
ARCABUCO,2011,,00005,BOYACA,74904.0
CRUCERO,2011,,00012,BOYACA,60437.0
SACHICA,2011,,00030,BOYACA,70489.0
SAN CLEMENTE,2011,,00031,CALDAS,20707.0
SUPIA,2011,,00035,CALDAS,106028.0
SAN PEDRO,2011,,00034,CASANARE,80833.0
EL BORDO,2011,,00013,CAUCA,58893.0
LA LOMA,2011,,#N/D,CESAR,
VALENCIA,2011,,#N/D,CESAR,
CARIMAGUA,2011,,00009,CORDOBA,64262.0
LA APARTADA,2011,,00015,CORDOBA,105542.0
LOS CEDROS,2011,,#N/D,CORDOBA,
PURGATORIO,2011,,#N/D,CORDOBA,
MATA DE CAÑA,2011,,00022,CORDOBA,62332.0
BICENTENARIO,2011,,00006,CUNDINAMARCA,56765.0
LA CABAÑA,2011,,00016,CUNDINAMARCA,37483.0
LOS PATIOS,2011,,#N/D,CUNDINAMARCA,117353.0
MACHETA,2011,,00021,CUNDINAMARCA,44132.0
SAN JUAN,2011,,00032,GUAJIRA,140385.0
ALTAMIRA,2011,,00002,HUILA,78208.0
LOS CAUCHOS,2011,,00019,HUILA,128957.0
EL DIFICIL,2011,,#N/D,MAGDALENA,
PUENTE PLATO,2011,,#N/D,MAGDALENA,
CASETABLA,2011,,00010,META,58076.0
YUCAO,2011,,00038,META,47995.0
ACAPULCO,2011,,00001,RISARALDA,66711.0
PICACHO,2011,,00024,SANTANDER,53068.0
RIO BLANCO,2011,,00027,SANTANDER,89825.0
RIO SOGAMOSO,2011,,00029,SANTANDER,107537.0
LA ESPERANZA,2011,,00017,SUCRE,65474.0
SAN ONOFRE,2011,,00033,SUCRE,17564.0
ALVARADO,2011,,00003,TOLIMA,154284.0
CAJAMARCA,2011,,00007,TOLIMA,126695.0
HONDA,2011,,00014,TOLIMA,154664.0
RIO FRIO,2011,,00028,VALLE,24066.0
TORO,2011,,00037,VALLE,16810.0
AMAGA,2011,,00004,ANTIOQUIA,171184.0
CISNEROS,2011,,00011,ANTIOQUIA,41083.0
LA PINTADA,2011,,00018,ANTIOQUIA,16648.0
LOS LLANOS,2011,,00020,ANTIOQUIA,110183.0
PRIMAVERA,2011,,00025,ANTIOQUIA,150440.0
PUERTO BERRIO,2011,,00026,ANTIOQUIA,36185.0
TARAZA,2011,,00036,ANTIOQUIA,96593.0
CALAMAR,2011,,00008,BOLIVAR,79739.0
ARCABUCO,2011,,00005,BOYACA,92601.0
CRUCERO,2011,,00012,BOYACA,71220.0
SACHICA,2011,,00030,BOYACA,79653.0
SAN CLEMENTE,2011,,00031,CALDAS,23136.0
SUPIA,2011,,00035,CALDAS,122558.0
SAN PEDRO,2011,,00034,CASANARE,89816.0
EL BORDO,2011,,00013,CAUCA,69678.0
LA LOMA,2011,,#N/D,CESAR,
CARIMAGUA,2011,,00009,CORDOBA,74036.0
LA APARTADA,2011,,00015,CORDOBA,130166.0
LOS CEDROS,2011,,#N/D,CORDOBA,
PURGATORIO,2011,,#N/D,CORDOBA,
MATA DE CAÑA,2011,,00022,CORDOBA,73469.0
BICENTENARIO,2011,,00006,CUNDINAMARCA,110439.0
LA CABAÑA,2011,,00016,CUNDINAMARCA,37401.0
LOS PATIOS,2011,,#N/D,CUNDINAMARCA,120663.0
MACHETA,2011,,00021,CUNDINAMARCA,53847.0
SAN JUAN,2011,,00032,GUAJIRA,156835.0
ALTAMIRA,2011,,00002,HUILA,86680.0
LOS CAUCHOS,2011,,00019,HUILA,145648.0
EL DIFICIL,2011,,#N/D,MAGDALENA,
PUENTE PLATO,2011,,#N/D,MAGDALENA,
CASETABLA,2011,,00010,META,65635.0
YUCAO,2011,,00038,META,55387.0
ACAPULCO,2011,,00001,RISARALDA,79158.0
PICACHO,2011,,00024,SANTANDER,53668.0
RIO BLANCO,2011,,00027,SANTANDER,87762.0
RIO SOGAMOSO,2011,,00029,SANTANDER,134622.0
LA ESPERANZA,2011,,00017,SUCRE,75720.0
SAN ONOFRE,2011,,00033,SUCRE,21750.0
ALVARADO,2011,,00003,TOLIMA,173559.0
CAJAMARCA,2011,,00007,TOLIMA,159972.0
HONDA,2011,,00014,TOLIMA,171344.0
RIO FRIO,2011,,00028,VALLE,33748.0
TORO,2011,,00037,VALLE,20427.0
ACAPULCO,2012,,00001,RISARALDA,75459.0
ALTAMIRA,2012,,00002,HUILA,84092.0
ALVARADO,2012,,00003,TOLIMA,168424.0
AMAGA,2012,,00004,ANTIOQUIA,165750.0
ARCABUCO,2012,,00005,BOYACA,109798.0
BICENTENARIO,2012,,00006,CUNDINAMARCA,150809.0
CAJAMARCA,2012,,00007,TOLIMA,178379.0
CALAMAR,2012,,00008,BOLIVAR,95479.0
CARIMAGUA,2012,,00009,CORDOBA,86524.0
CASETABLA,2012,,00010,META,75385.0
CISNEROS,2012,,00011,ANTIOQUIA,44336.0
CRUCERO,2012,,00012,BOYACA,80447.0
EL BORDO,2012,,00013,CAUCA,76060.0
HONDA,2012,,00014,TOLIMA,177598.0
LA APARTADA,2012,,00015,CORDOBA,153161.0
LA CABAÑA,2012,,00016,CUNDINAMARCA,42537.0
LA ESPERANZA,2012,,00017,SUCRE,90336.0
LA PINTADA,2012,,00018,ANTIOQUIA,16294.0
LOS CAUCHOS,2012,,00019,HUILA,137791.0
LOS LLANOS,2012,,00020,ANTIOQUIA,132396.0
MACHETA,2012,,00021,CUNDINAMARCA,61094.0
MATA DE CAÑA,2012,,00022,CORDOBA,96433.0
LOS PATIOS,2012,,#N/D,CUNDINAMARCA,116233.0
PICACHO,2012,,00024,SANTANDER,69541.0
PRIMAVERA,2012,,00025,ANTIOQUIA,165788.0
PUERTO BERRIO,2012,,00026,ANTIOQUIA,40043.0
RIO BLANCO,2012,,00027,SANTANDER,107274.0
RIO FRIO,2012,,00028,VALLE,27903.0
RIO SOGAMOSO,2012,,00029,SANTANDER,134811.0
SACHICA,2012,,00030,BOYACA,82805.0
SAN CLEMENTE,2012,,00031,CALDAS,23730.0
SAN JUAN,2012,,00032,GUAJIRA,163471.0
SAN ONOFRE,2012,,00033,SUCRE,28269.0
SAN PEDRO,2012,,00034,CASANARE,93555.0
SUPIA,2012,,00035,CALDAS,135017.0
TARAZA,2012,,00036,ANTIOQUIA,121920.0
TORO,2012,,00037,VALLE,20363.0
YUCAO,2012,,00038,META,63579.0
EL CARMEN,2012,,00044,BOLIVAR,
CASA BLANCA,2012,,00039,CUNDINAMARCA,
SABOYA,2012,,#N/D,BOYACA,
OIBA,2012,,00041,SANTANDER,
SAN GIL,2012,,00042,SANTANDER,
LOS CUROS,2012,,00043,SANTANDER,
ACAPULCO,2012,,00001,RISARALDA,61594.0
ALTAMIRA,2012,,00002,HUILA,68251.0
ALVARADO,2012,,00003,TOLIMA,136563.0
AMAGA,2012,,00004,ANTIOQUIA,134950.0
ARCABUCO,2012,,00005,BOYACA,66281.0
BICENTENARIO,2012,,00006,CUNDINAMARCA,69924.0
CAJAMARCA,2012,,00007,TOLIMA,133957.0
CALAMAR,2012,,00008,BOLIVAR,71354.0
CARIMAGUA,2012,,00009,CORDOBA,61362.0
CASETABLA,2012,,00010,META,59898.0
CISNEROS,2012,,00011,ANTIOQUIA,33703.0
CRUCERO,2012,,00012,BOYACA,58345.0
EL BORDO,2012,,00013,CAUCA,54269.0
HONDA,2012,,00014,TOLIMA,137981.0
LA APARTADA,2012,,00015,CORDOBA,101027.0
LA CABAÑA,2012,,00016,CUNDINAMARCA,37445.0
LA ESPERANZA,2012,,00017,SUCRE,65443.0
LA PINTADA,2012,,00018,ANTIOQUIA,11492.0
LOS CAUCHOS,2012,,00019,HUILA,116653.0
LOS LLANOS,2012,,00020,ANTIOQUIA,84116.0
MACHETA,2012,,00021,CUNDINAMARCA,39568.0
MATA DE CAÑA,2012,,00022,CORDOBA,55213.0
LOS PATIOS,2012,,#N/D,CUNDINAMARCA,116284.0
PICACHO,2012,,00024,SANTANDER,56498.0
PRIMAVERA,2012,,00025,ANTIOQUIA,119182.0
PUERTO BERRIO,2012,,00026,ANTIOQUIA,29763.0
RIO BLANCO,2012,,00027,SANTANDER,84306.0
RIO FRIO,2012,,00028,VALLE,23275.0
RIO SOGAMOSO,2012,,00029,SANTANDER,117115.0
SACHICA,2012,,00030,BOYACA,63984.0
SAN CLEMENTE,2012,,00031,CALDAS,19530.0
SAN JUAN,2012,,00032,GUAJIRA,146941.0
SAN ONOFRE,2012,,00033,SUCRE,22906.0
SAN PEDRO,2012,,00034,CASANARE,74530.0
SUPIA,2012,,00035,CALDAS,98060.0
TARAZA,2012,,00036,ANTIOQUIA,73228.0
TORO,2012,,00037,VALLE,16908.0
YUCAO,2012,,00038,META,49239.0
EL CARMEN,2012,,00044,BOLIVAR,
CASA BLANCA,2012,,00039,CUNDINAMARCA,
SABOYA,2012,,#N/D,BOYACA,
OIBA,2012,,00041,SANTANDER,
SAN GIL,2012,,00042,SANTANDER,
LOS CUROS,2012,,00043,SANTANDER,
ACAPULCO,2012,,00001,RISARALDA,66662.0
ALTAMIRA,2012,,00002,HUILA,73284.0
ALVARADO,2012,,00003,TOLIMA,143308.0
AMAGA,2012,,00004,ANTIOQUIA,149198.0
ARCABUCO,2012,,00005,BOYACA,78218.0
BICENTENARIO,2012,,00006,CUNDINAMARCA,75569.0
CAJAMARCA,2012,,00007,TOLIMA,146952.0
CALAMAR,2012,,00008,BOLIVAR,63009.0
CARIMAGUA,2012,,00009,CORDOBA,67014.0
CASETABLA,2012,,00010,META,61225.0
CISNEROS,2012,,00011,ANTIOQUIA,38053.0
CRUCERO,2012,,00012,BOYACA,64974.0
EL BORDO,2012,,00013,CAUCA,59876.0
HONDA,2012,,00014,TOLIMA,146901.0
LA APARTADA,2012,,00015,CORDOBA,115558.0
LA CABAÑA,2012,,00016,CUNDINAMARCA,40530.0
LA ESPERANZA,2012,,00017,SUCRE,73473.0
LA PINTADA,2012,,00018,ANTIOQUIA,15364.0
LOS CAUCHOS,2012,,00019,HUILA,128213.0
LOS LLANOS,2012,,00020,ANTIOQUIA,92888.0
MACHETA,2012,,00021,CUNDINAMARCA,43857.0
MATA DE CAÑA,2012,,00022,CORDOBA,62761.0
LOS PATIOS,2012,,#N/D,CUNDINAMARCA,126305.0
PICACHO,2012,,00024,SANTANDER,61346.0
PRIMAVERA,2012,,00025,ANTIOQUIA,130197.0
PUERTO BERRIO,2012,,00026,ANTIOQUIA,33225.0
RIO BLANCO,2012,,00027,SANTANDER,91932.0
RIO FRIO,2012,,00028,VALLE,26327.0
RIO SOGAMOSO,2012,,00029,SANTANDER,127821.0
SACHICA,2012,,00030,BOYACA,68772.0
SAN CLEMENTE,2012,,00031,CALDAS,21713.0
SAN JUAN,2012,,00032,GUAJIRA,157851.0
SAN ONOFRE,2012,,00033,SUCRE,26944.0
SAN PEDRO,2012,,00034,CASANARE,84090.0
SUPIA,2012,,00035,CALDAS,108139.0
TARAZA,2012,,00036,ANTIOQUIA,81629.0
TORO,2012,,00037,VALLE,16867.0
YUCAO,2012,,00038,META,50640.0
EL CARMEN,2012,,00044,BOLIVAR,
CASA BLANCA,2012,,00039,CUNDINAMARCA,
SABOYA,2012,,#N/D,BOYACA,
OIBA,2012,,00041,SANTANDER,
SAN GIL,2012,,00042,SANTANDER,
LOS CUROS,2012,,00043,SANTANDER,
ACAPULCO,2012,,00001,RISARALDA,64338.0
ALTAMIRA,2012,,00002,HUILA,73724.0
ALVARADO,2012,,00003,TOLIMA,131812.0
AMAGA,2012,,00004,ANTIOQUIA,136942.0
ARCABUCO,2012,,00005,BOYACA,81818.0
BICENTENARIO,2012,,00006,CUNDINAMARCA,126114.0
CAJAMARCA,2012,,00007,TOLIMA,158977.0
CALAMAR,2012,,00008,BOLIVAR,67453.0
CARIMAGUA,2012,,00009,CORDOBA,67967.0
CASETABLA,2012,,00010,META,58600.0
CISNEROS,2012,,00011,ANTIOQUIA,41483.0
CRUCERO,2012,,00012,BOYACA,57153.0
EL BORDO,2012,,00013,CAUCA,60097.0
HONDA,2012,,00014,TOLIMA,130132.0
LA APARTADA,2012,,00015,CORDOBA,120562.0
LA CABAÑA,2012,,00016,CUNDINAMARCA,38070.0
LA ESPERANZA,2012,,00017,SUCRE,78842.0
LA PINTADA,2012,,00018,ANTIOQUIA,12369.0
LOS CAUCHOS,2012,,00019,HUILA,126579.0
LOS LLANOS,2012,,00020,ANTIOQUIA,97328.0
